4112: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
4242: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
5624: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
3578: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
2405: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
5065: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
94: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
2739: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
108: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
4353: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
3083: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
3679: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
3917: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
4510: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
3088: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2571, 3.755426917510854), (1270, 3.7409551374819103), (1580, 3.7065846599131693), (1198, 3.6993487698986973)]
3111: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
82: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
5509: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
3616: [(2858, 5.0), (260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103)]
3193: [(260, 4.384949348769899), (1196, 4.363241678726483), (1210, 4.232995658465991), (480, 3.9218523878437046), (589, 3.9019536903039076), (2028, 3.8549204052098407), (593, 3.7680897250361793), (2571, 3.755426917510854), (1270, 3.7409551374819103), (1580, 3.7065846599131693)]
